INDEX,GRAIN_PATH,ORIGIN,ROW,LANDRACE,IS_BERE,IS_FARO,IS_UNKNOWN,KFOLD,TRAIN(0|1|2)/VALIDATION(3)/TEST(4)
250,/Dundee/6ROW Faro/DHBT16T102 3.stl,Dundee,6,Faro,0,1,0,1,train
257,/Dundee/6ROW Faro/DHBT16T93 5.stl,Dundee,6,Faro,0,1,0,2,train
253,/Dundee/6ROW Faro/DHBT16T102 5.stl,Dundee,6,Faro,0,1,0,2,train
259,/Dundee/6ROW Faro/DHBT16T93 2.stl,Dundee,6,Faro,0,1,0,3,validation
255,/Dundee/6ROW Faro/DHBT16T93 3.stl,Dundee,6,Faro,0,1,0,3,validation
256,/Dundee/6ROW Faro/DHBT16T102 4.stl,Dundee,6,Faro,0,1,0,4,test
337,/Dundee/6ROW Scandinavian/DHBT16P89 1.stl,Dundee,6,Scandinavian,0,0,0,0,train
264,/Dundee/6ROW Scandinavian/DHBT16T56 1.stl,Dundee,6,Scandinavian,0,0,0,0,train
323,/Dundee/6ROW Scandinavian/DHBT16P97 2.stl,Dundee,6,Scandinavian,0,0,0,0,train
275,/Dundee/6ROW Scandinavian/DHBT16P92 9.stl,Dundee,6,Scandinavian,0,0,0,0,train
326,/Dundee/6ROW Scandinavian/DHBT16P88 4.stl,Dundee,6,Scandinavian,0,0,0,0,train
333,/Dundee/6ROW Scandinavian/DHBT16P99 4.stl,Dundee,6,Scandinavian,0,0,0,0,train
296,/Dundee/6ROW Scandinavian/DHBT16P92 3.stl,Dundee,6,Scandinavian,0,0,0,0,train
282,/Dundee/6ROW Scandinavian/DHBT16P90 1.stl,Dundee,6,Scandinavian,0,0,0,0,train
268,/Dundee/6ROW Scandinavian/DHBT16P88 1.stl,Dundee,6,Scandinavian,0,0,0,0,train
339,/Dundee/6ROW Scandinavian/DHBT16T56 2.stl,Dundee,6,Scandinavian,0,0,0,0,train
318,/Dundee/6ROW Scandinavian/DHBT16P89 9.stl,Dundee,6,Scandinavian,0,0,0,0,train
299,/Dundee/6ROW Scandinavian/DHBT16P99 5.stl,Dundee,6,Scandinavian,0,0,0,0,train
313,/Dundee/6ROW Scandinavian/DHBT16P101 1.stl,Dundee,6,Scandinavian,0,0,0,0,train
274,/Dundee/6ROW Scandinavian/DHBT16P96 5.stl,Dundee,6,Scandinavian,0,0,0,0,train
306,/Dundee/6ROW Scandinavian/DHBT16P96 3.stl,Dundee,6,Scandinavian,0,0,0,0,train
300,/Dundee/6ROW Scandinavian/DHBT16P96 7.stl,Dundee,6,Scandinavian,0,0,0,0,train
292,/Dundee/6ROW Scandinavian/DHBT16P92 2.stl,Dundee,6,Scandinavian,0,0,0,0,train
301,/Dundee/6ROW Scandinavian/DHBT16T56 3.stl,Dundee,6,Scandinavian,0,0,0,0,train
267,/Dundee/6ROW Scandinavian/DHBT16P89 6.stl,Dundee,6,Scandinavian,0,0,0,1,train
324,/Dundee/6ROW Scandinavian/DHBT16P89 5.stl,Dundee,6,Scandinavian,0,0,0,1,train
279,/Dundee/6ROW Scandinavian/DHBT16T106 4.stl,Dundee,6,Scandinavian,0,0,0,1,train
335,/Dundee/6ROW Scandinavian/DHBT16P89 7.stl,Dundee,6,Scandinavian,0,0,0,1,train
286,/Dundee/6ROW Scandinavian/DHBT16P101 6.stl,Dundee,6,Scandinavian,0,0,0,1,train
262,/Dundee/6ROW Scandinavian/DHBT16T106 3.stl,Dundee,6,Scandinavian,0,0,0,1,train
288,/Dundee/6ROW Scandinavian/DHBT16P96 6.stl,Dundee,6,Scandinavian,0,0,0,1,train
327,/Dundee/6ROW Scandinavian/DHBT16P101 2.stl,Dundee,6,Scandinavian,0,0,0,1,train
265,/Dundee/6ROW Scandinavian/DHBT16T56 7.stl,Dundee,6,Scandinavian,0,0,0,1,train
344,/Dundee/6ROW Scandinavian/DHBT16P96 2.stl,Dundee,6,Scandinavian,0,0,0,1,train
307,/Dundee/6ROW Scandinavian/DHBT16P90 2.stl,Dundee,6,Scandinavian,0,0,0,1,train
309,/Dundee/6ROW Scandinavian/DHBT16P90 4.stl,Dundee,6,Scandinavian,0,0,0,1,train
311,/Dundee/6ROW Scandinavian/DHBT16P88 9.stl,Dundee,6,Scandinavian,0,0,0,1,train
321,/Dundee/6ROW Scandinavian/DHBT16T106 5.stl,Dundee,6,Scandinavian,0,0,0,1,train
293,/Dundee/6ROW Scandinavian/DHBT16P96 4.stl,Dundee,6,Scandinavian,0,0,0,1,train
305,/Dundee/6ROW Scandinavian/DHBT16T56 8.stl,Dundee,6,Scandinavian,0,0,0,1,train
280,/Dundee/6ROW Scandinavian/DHBT16P89 3.stl,Dundee,6,Scandinavian,0,0,0,1,train
298,/Dundee/6ROW Scandinavian/DHBT16T56 4.stl,Dundee,6,Scandinavian,0,0,0,2,train
294,/Dundee/6ROW Scandinavian/DHBT16P89 4.stl,Dundee,6,Scandinavian,0,0,0,2,train
297,/Dundee/6ROW Scandinavian/DHBT16P92 6.stl,Dundee,6,Scandinavian,0,0,0,2,train
330,/Dundee/6ROW Scandinavian/DHBT16P99 1.stl,Dundee,6,Scandinavian,0,0,0,2,train
320,/Dundee/6ROW Scandinavian/DHBT16T95 4.stl,Dundee,6,Scandinavian,0,0,0,2,train
308,/Dundee/6ROW Scandinavian/DHBT16P89 2.stl,Dundee,6,Scandinavian,0,0,0,2,train
329,/Dundee/6ROW Scandinavian/DHBT16P88 5.stl,Dundee,6,Scandinavian,0,0,0,2,train
331,/Dundee/6ROW Scandinavian/DHBT16P88 2.stl,Dundee,6,Scandinavian,0,0,0,2,train
322,/Dundee/6ROW Scandinavian/DHBT16T56 6.stl,Dundee,6,Scandinavian,0,0,0,2,train
302,/Dundee/6ROW Scandinavian/DHBT16T56 5.stl,Dundee,6,Scandinavian,0,0,0,2,train
334,/Dundee/6ROW Scandinavian/DHBT16P92 4.stl,Dundee,6,Scandinavian,0,0,0,2,train
304,/Dundee/6ROW Scandinavian/DHBT16P96 10.stl,Dundee,6,Scandinavian,0,0,0,2,train
287,/Dundee/6ROW Scandinavian/DHBT16T95 5.stl,Dundee,6,Scandinavian,0,0,0,2,train
278,/Dundee/6ROW Scandinavian/DHBT16P101 8.stl,Dundee,6,Scandinavian,0,0,0,2,train
289,/Dundee/6ROW Scandinavian/DHBT16P96 8.stl,Dundee,6,Scandinavian,0,0,0,2,train
310,/Dundee/6ROW Scandinavian/DHBT16P96 9.stl,Dundee,6,Scandinavian,0,0,0,2,train
276,/Dundee/6ROW Scandinavian/DHBT16P92 10.stl,Dundee,6,Scandinavian,0,0,0,2,train
336,/Dundee/6ROW Scandinavian/DHBT16P97 4.stl,Dundee,6,Scandinavian,0,0,0,3,validation
260,/Dundee/6ROW Scandinavian/DHBT16T87 2.stl,Dundee,6,Scandinavian,0,0,0,3,validation
340,/Dundee/6ROW Scandinavian/DHBT16T95 2.stl,Dundee,6,Scandinavian,0,0,0,3,validation
270,/Dundee/6ROW Scandinavian/DHBT16P99 3.stl,Dundee,6,Scandinavian,0,0,0,3,validation
263,/Dundee/6ROW Scandinavian/DHBT16P88 8.stl,Dundee,6,Scandinavian,0,0,0,3,validation
338,/Dundee/6ROW Scandinavian/DHBT16P99 2.stl,Dundee,6,Scandinavian,0,0,0,3,validation
285,/Dundee/6ROW Scandinavian/DHBT16T56 10.stl,Dundee,6,Scandinavian,0,0,0,3,validation
315,/Dundee/6ROW Scandinavian/DHBT16P88 3.stl,Dundee,6,Scandinavian,0,0,0,3,validation
343,/Dundee/6ROW Scandinavian/DHBT16P88 6.stl,Dundee,6,Scandinavian,0,0,0,3,validation
325,/Dundee/6ROW Scandinavian/DHBT16P90 5.stl,Dundee,6,Scandinavian,0,0,0,3,validation
332,/Dundee/6ROW Scandinavian/DHBT16T95 3.stl,Dundee,6,Scandinavian,0,0,0,3,validation
312,/Dundee/6ROW Scandinavian/DHBT16T87 1.stl,Dundee,6,Scandinavian,0,0,0,3,validation
281,/Dundee/6ROW Scandinavian/DHBT16T56 9.stl,Dundee,6,Scandinavian,0,0,0,3,validation
290,/Dundee/6ROW Scandinavian/DHBT16P97 1.stl,Dundee,6,Scandinavian,0,0,0,3,validation
271,/Dundee/6ROW Scandinavian/DHBT16P92 8.stl,Dundee,6,Scandinavian,0,0,0,3,validation
261,/Dundee/6ROW Scandinavian/DHBT16P101 5.stl,Dundee,6,Scandinavian,0,0,0,3,validation
266,/Dundee/6ROW Scandinavian/DHBT16P92 5.stl,Dundee,6,Scandinavian,0,0,0,3,validation
272,/Dundee/6ROW Scandinavian/DHBT16P97 3.stl,Dundee,6,Scandinavian,0,0,0,4,test
316,/Dundee/6ROW Scandinavian/DHBT16P101 4.stl,Dundee,6,Scandinavian,0,0,0,4,test
269,/Dundee/6ROW Scandinavian/DHBT16T87 4.stl,Dundee,6,Scandinavian,0,0,0,4,test
342,/Dundee/6ROW Scandinavian/DHBT16P92 1.stl,Dundee,6,Scandinavian,0,0,0,4,test
319,/Dundee/6ROW Scandinavian/DHBT16P97 5.stl,Dundee,6,Scandinavian,0,0,0,4,test
295,/Dundee/6ROW Scandinavian/DHBT16P92 7.stl,Dundee,6,Scandinavian,0,0,0,4,test
283,/Dundee/6ROW Scandinavian/DHBT16P101 3.stl,Dundee,6,Scandinavian,0,0,0,4,test
314,/Dundee/6ROW Scandinavian/DHBT16T95 1.stl,Dundee,6,Scandinavian,0,0,0,4,test
277,/Dundee/6ROW Scandinavian/DHBT16P96 1.stl,Dundee,6,Scandinavian,0,0,0,4,test
317,/Dundee/6ROW Scandinavian/DHBT16T87 3.stl,Dundee,6,Scandinavian,0,0,0,4,test
328,/Dundee/6ROW Scandinavian/DHBT16P101 7.stl,Dundee,6,Scandinavian,0,0,0,4,test
341,/Dundee/6ROW Scandinavian/DHBT16P89 8.stl,Dundee,6,Scandinavian,0,0,0,4,test
284,/Dundee/6ROW Scandinavian/DHBT16P90 3.stl,Dundee,6,Scandinavian,0,0,0,4,test
291,/Dundee/6ROW Scandinavian/DHBT16T106 1.stl,Dundee,6,Scandinavian,0,0,0,4,test
273,/Dundee/6ROW Scandinavian/DHBT16P88 7.stl,Dundee,6,Scandinavian,0,0,0,4,test
303,/Dundee/6ROW Scandinavian/DHBT16T106 2.stl,Dundee,6,Scandinavian,0,0,0,4,test
391,/Orkney/2ROW British/OHBT16P25 2.stl,Orkney,2,British,0,0,0,0,train
360,/Orkney/2ROW British/OHBT16P115 11L13.stl,Orkney,2,British,0,0,0,0,train
374,/Orkney/2ROW British/OHBT16P25 4.stl,Orkney,2,British,0,0,0,0,train
434,/Orkney/2ROW British/OHBT16P17 1.stl,Orkney,2,British,0,0,0,0,train
411,/Orkney/2ROW British/OHBTP14 3.stl,Orkney,2,British,0,0,0,0,train
431,/Orkney/2ROW British/OHBT16P115 1.stl,Orkney,2,British,0,0,0,0,train
390,/Orkney/2ROW British/OHBT16P108 1.stl,Orkney,2,British,0,0,0,0,train
406,/Orkney/2ROW British/OHBT16P21 6L8.stl,Orkney,2,British,0,0,0,0,train
416,/Orkney/2ROW British/OHBT16P108 9.stl,Orkney,2,British,0,0,0,0,train
433,/Orkney/2ROW British/OHBT16P20 6L14.stl,Orkney,2,British,0,0,0,0,train
369,/Orkney/2ROW British/OHBT16P104 6.stl,Orkney,2,British,0,0,0,0,train
419,/Orkney/2ROW British/OHBT16P108 4.stl,Orkney,2,British,0,0,0,0,train
443,/Orkney/2ROW British/OHBT16P108 2.stl,Orkney,2,British,0,0,0,0,train
386,/Orkney/2ROW British/OHBT16P49 1.stl,Orkney,2,British,0,0,0,0,train
363,/Orkney/2ROW British/OHBT16P21 8L7.stl,Orkney,2,British,0,0,0,0,train
367,/Orkney/2ROW British/OHBT16P17 8L11.stl,Orkney,2,British,0,0,0,0,train
453,/Orkney/2ROW British/OHBT16P49 10L13.stl,Orkney,2,British,0,0,0,0,train
418,/Orkney/2ROW British/OHBT16P30 6.stl,Orkney,2,British,0,0,0,0,train
404,/Orkney/2ROW British/OHBT16P21 3.stl,Orkney,2,British,0,0,0,0,train
377,/Orkney/2ROW British/OHBT16P20 10L11.stl,Orkney,2,British,0,0,0,0,train
405,/Orkney/2ROW British/OHBTP14 1.stl,Orkney,2,British,0,0,0,0,train
429,/Orkney/2ROW British/OHBT16P25 8L13.stl,Orkney,2,British,0,0,0,0,train
384,/Orkney/2ROW British/OHBT16P104 7L10.stl,Orkney,2,British,0,0,0,0,train
395,/Orkney/2ROW British/OHBT16P115 10L14.stl,Orkney,2,British,0,0,0,1,train
351,/Orkney/2ROW British/OHBT16P20 4.stl,Orkney,2,British,0,0,0,1,train
436,/Orkney/2ROW British/OHBT16P20 3.stl,Orkney,2,British,0,0,0,1,train
375,/Orkney/2ROW British/OHBT16P30 9L6.stl,Orkney,2,British,0,0,0,1,train
370,/Orkney/2ROW British/OHBT16P86 1.stl,Orkney,2,British,0,0,0,1,train
356,/Orkney/2ROW British/OHBT16P30 2.stl,Orkney,2,British,0,0,0,1,train
410,/Orkney/2ROW British/OHBT16P30 3.stl,Orkney,2,British,0,0,0,1,train
425,/Orkney/2ROW British/OHBTP14 10L14.stl,Orkney,2,British,0,0,0,1,train
393,/Orkney/2ROW British/OHBT16P49 9L13.stl,Orkney,2,British,0,0,0,1,train
387,/Orkney/2ROW British/OHBT16P21 4.stl,Orkney,2,British,0,0,0,1,train
382,/Orkney/2ROW British/OHBT16P86 6L13.stl,Orkney,2,British,0,0,0,1,train
368,/Orkney/2ROW British/OHBT16P20 9L22.stl,Orkney,2,British,0,0,0,1,train
397,/Orkney/2ROW British/OHBT16P104 2.stl,Orkney,2,British,0,0,0,1,train
444,/Orkney/2ROW British/OHBT16P30 10L8.stl,Orkney,2,British,0,0,0,1,train
442,/Orkney/2ROW British/OHBTP14 2.stl,Orkney,2,British,0,0,0,1,train
349,/Orkney/2ROW British/OHBT16P25 5.stl,Orkney,2,British,0,0,0,1,train
352,/Orkney/2ROW British/OHBT16P25 1.stl,Orkney,2,British,0,0,0,1,train
396,/Orkney/2ROW British/OHBT16P104 1.stl,Orkney,2,British,0,0,0,1,train
426,/Orkney/2ROW British/OHBT16P25 6L7.stl,Orkney,2,British,0,0,0,1,train
400,/Orkney/2ROW British/OHBT16P86 4.stl,Orkney,2,British,0,0,0,1,train
380,/Orkney/2ROW British/OHBT16P21 10L15.stl,Orkney,2,British,0,0,0,1,train
373,/Orkney/2ROW British/OHBT16P108 10.stl,Orkney,2,British,0,0,0,1,train
355,/Orkney/2ROW British/OHBT16P115 3.stl,Orkney,2,British,0,0,0,2,train
408,/Orkney/2ROW British/OHBT16P25 10L20.stl,Orkney,2,British,0,0,0,2,train
454,/Orkney/2ROW British/OHBT16P49 4.stl,Orkney,2,British,0,0,0,2,train
435,/Orkney/2ROW British/OHBT16P104 8L15.stl,Orkney,2,British,0,0,0,2,train
394,/Orkney/2ROW British/OHBT16P20 8L20.stl,Orkney,2,British,0,0,0,2,train
366,/Orkney/2ROW British/OHBT16P49 3.stl,Orkney,2,British,0,0,0,2,train
345,/Orkney/2ROW British/OHBT16P20 5.stl,Orkney,2,British,0,0,0,2,train
347,/Orkney/2ROW British/OHBT16P115 8L13.stl,Orkney,2,British,0,0,0,2,train
421,/Orkney/2ROW British/OHBT16P108 7.stl,Orkney,2,British,0,0,0,2,train
398,/Orkney/2ROW British/OHBT16P30 5.stl,Orkney,2,British,0,0,0,2,train
440,/Orkney/2ROW British/OHBT16P115 6L7.stl,Orkney,2,British,0,0,0,2,train
450,/Orkney/2ROW British/OHBT16P17 9L13.stl,Orkney,2,British,0,0,0,2,train
350,/Orkney/2ROW British/OHBT16P49 5.stl,Orkney,2,British,0,0,0,2,train
348,/Orkney/2ROW British/OHBT16P49 8L10.stl,Orkney,2,British,0,0,0,2,train
399,/Orkney/2ROW British/OHBT16P21 2.stl,Orkney,2,British,0,0,0,2,train
446,/Orkney/2ROW British/OHBTP14 5.stl,Orkney,2,British,0,0,0,2,train
402,/Orkney/2ROW British/OHBT16P104 5.stl,Orkney,2,British,0,0,0,2,train
437,/Orkney/2ROW British/OHBTP14 9L12.stl,Orkney,2,British,0,0,0,2,train
407,/Orkney/2ROW British/OHBT16P86 10L17.stl,Orkney,2,British,0,0,0,2,train
439,/Orkney/2ROW British/OHBT16P25 3.stl,Orkney,2,British,0,0,0,2,train
420,/Orkney/2ROW British/OHBT16P86 2.stl,Orkney,2,British,0,0,0,2,train
449,/Orkney/2ROW British/OHBT16P86 5.stl,Orkney,2,British,0,0,0,2,train
388,/Orkney/2ROW British/OHBT16P17 4.stl,Orkney,2,British,0,0,0,3,validation
371,/Orkney/2ROW British/OHBT16P115 9L14.stl,Orkney,2,British,0,0,0,3,validation
432,/Orkney/2ROW British/OHBT16P17 5.stl,Orkney,2,British,0,0,0,3,validation
379,/Orkney/2ROW British/OHBT16P115 2.stl,Orkney,2,British,0,0,0,3,validation
364,/Orkney/2ROW British/OHBT16P17 10L.stl,Orkney,2,British,0,0,0,3,validation
445,/Orkney/2ROW British/OHBT16P30 8L11.stl,Orkney,2,British,0,0,0,3,validation
422,/Orkney/2ROW British/OHBT16P108 3.stl,Orkney,2,British,0,0,0,3,validation
359,/Orkney/2ROW British/OHBT16P108 8.stl,Orkney,2,British,0,0,0,3,validation
438,/Orkney/2ROW British/OHBT16P17 2.stl,Orkney,2,British,0,0,0,3,validation
362,/Orkney/2ROW British/OHBT16P30 11L12.stl,Orkney,2,British,0,0,0,3,validation
358,/Orkney/2ROW British/OHBT16P20 1.stl,Orkney,2,British,0,0,0,3,validation
428,/Orkney/2ROW British/OHBTP14 6L5.stl,Orkney,2,British,0,0,0,3,validation
415,/Orkney/2ROW British/OHBT16P17 3.stl,Orkney,2,British,0,0,0,3,validation
447,/Orkney/2ROW British/OHBT16P104 10L20.stl,Orkney,2,British,0,0,0,3,validation
412,/Orkney/2ROW British/OHBT16P20 2.stl,Orkney,2,British,0,0,0,3,validation
423,/Orkney/2ROW British/OHBT16P49 11L16.stl,Orkney,2,British,0,0,0,3,validation
452,/Orkney/2ROW British/OHBT16P17 7L10.stl,Orkney,2,British,0,0,0,3,validation
414,/Orkney/2ROW British/OHBT16P49 6L4.stl,Orkney,2,British,0,0,0,3,validation
401,/Orkney/2ROW British/OHBTP14 4.stl,Orkney,2,British,0,0,0,3,validation
365,/Orkney/2ROW British/OHBT16P21 9L13.stl,Orkney,2,British,0,0,0,3,validation
381,/Orkney/2ROW British/OHBT16P86 8L15.stl,Orkney,2,British,0,0,0,3,validation
392,/Orkney/2ROW British/OHBTP14 8L9.stl,Orkney,2,British,0,0,0,3,validation
376,/Orkney/2ROW British/OHBT16P20 7L21.stl,Orkney,2,British,0,0,0,4,test
353,/Orkney/2ROW British/OHBT16P30 1.stl,Orkney,2,British,0,0,0,4,test
389,/Orkney/2ROW British/OHBT16P115 7L10.stl,Orkney,2,British,0,0,0,4,test
455,/Orkney/2ROW British/OHBT16P108 6.stl,Orkney,2,British,0,0,0,4,test
378,/Orkney/2ROW British/OHBT16P17 6L8.stl,Orkney,2,British,0,0,0,4,test
409,/Orkney/2ROW British/OHBT16P86 3.stl,Orkney,2,British,0,0,0,4,test
372,/Orkney/2ROW British/OHBT16P115 4.stl,Orkney,2,British,0,0,0,4,test
413,/Orkney/2ROW British/OHBT16P115 5.stl,Orkney,2,British,0,0,0,4,test
448,/Orkney/2ROW British/OHBT16P104 9L18.stl,Orkney,2,British,0,0,0,4,test
357,/Orkney/2ROW British/OHBT16P86 7L12.stl,Orkney,2,British,0,0,0,4,test
417,/Orkney/2ROW British/OHBT16P86 9L11.stl,Orkney,2,British,0,0,0,4,test
424,/Orkney/2ROW British/OHBT16P25 9L15.stl,Orkney,2,British,0,0,0,4,test
451,/Orkney/2ROW British/OHBT16P21 7L11.stl,Orkney,2,British,0,0,0,4,test
346,/Orkney/2ROW British/OHBT16P108 5.stl,Orkney,2,British,0,0,0,4,test
354,/Orkney/2ROW British/OHBT16P49 7L8.stl,Orkney,2,British,0,0,0,4,test
441,/Orkney/2ROW British/OHBT16P25 7.stl,Orkney,2,British,0,0,0,4,test
385,/Orkney/2ROW British/OHBT16P21 1.stl,Orkney,2,British,0,0,0,4,test
403,/Orkney/2ROW British/OHBT16P104 3.stl,Orkney,2,British,0,0,0,4,test
383,/Orkney/2ROW British/OHBT16P104 4.stl,Orkney,2,British,0,0,0,4,test
427,/Orkney/2ROW British/OHBT16P30 7L9.stl,Orkney,2,British,0,0,0,4,test
430,/Orkney/2ROW British/OHBT16P21 5.stl,Orkney,2,British,0,0,0,4,test
361,/Orkney/2ROW British/OHBTP14 7L8.stl,Orkney,2,British,0,0,0,4,test
492,/Orkney/2ROW Scottish/OHBT16P62 7L12.stl,Orkney,2,Scottish,0,0,0,0,train
471,/Orkney/2ROW Scottish/OHBT16P62 18.stl,Orkney,2,Scottish,0,0,0,0,train
486,/Orkney/2ROW Scottish/OHBT16P24 1.stl,Orkney,2,Scottish,0,0,0,0,train
506,/Orkney/2ROW Scottish/OHBT16P24 10L20.stl,Orkney,2,Scottish,0,0,0,0,train
470,/Orkney/2ROW Scottish/OHBT16P62 20.stl,Orkney,2,Scottish,0,0,0,0,train
474,/Orkney/2ROW Scottish/OHBT16P6 17.stl,Orkney,2,Scottish,0,0,0,0,train
508,/Orkney/2ROW Scottish/OHBT16P51 6L3.stl,Orkney,2,Scottish,0,0,0,0,train
465,/Orkney/2ROW Scottish/OHBT16P6 11.stl,Orkney,2,Scottish,0,0,0,0,train
461,/Orkney/2ROW Scottish/OHBT16P24 7L10.stl,Orkney,2,Scottish,0,0,0,0,train
496,/Orkney/2ROW Scottish/OHBT16P62 4.stl,Orkney,2,Scottish,0,0,0,0,train
525,/Orkney/2ROW Scottish/OHBT16P51 17.stl,Orkney,2,Scottish,0,0,0,0,train
475,/Orkney/2ROW Scottish/OHBT16P24 21.stl,Orkney,2,Scottish,0,0,0,0,train
464,/Orkney/2ROW Scottish/OHBT16P24 14.stl,Orkney,2,Scottish,0,0,0,0,train
517,/Orkney/2ROW Scottish/OHBT16P62 8L14.stl,Orkney,2,Scottish,0,0,0,0,train
526,/Orkney/2ROW Scottish/OHBT16P6 10L13.stl,Orkney,2,Scottish,0,0,0,0,train
523,/Orkney/2ROW Scottish/OHBT16P24 12.stl,Orkney,2,Scottish,0,0,0,0,train
487,/Orkney/2ROW Scottish/OHBT16P62 15.stl,Orkney,2,Scottish,0,0,0,1,train
466,/Orkney/2ROW Scottish/OHBT16P62 2.stl,Orkney,2,Scottish,0,0,0,1,train
502,/Orkney/2ROW Scottish/OHBT16P51 9L20.stl,Orkney,2,Scottish,0,0,0,1,train
469,/Orkney/2ROW Scottish/OHBT16P62 12.stl,Orkney,2,Scottish,0,0,0,1,train
503,/Orkney/2ROW Scottish/OHBT16P24 2.stl,Orkney,2,Scottish,0,0,0,1,train
510,/Orkney/2ROW Scottish/OHBT16P6 14.stl,Orkney,2,Scottish,0,0,0,1,train
482,/Orkney/2ROW Scottish/OHBT16P62 16.stl,Orkney,2,Scottish,0,0,0,1,train
519,/Orkney/2ROW Scottish/OHBT16P51 7L12.stl,Orkney,2,Scottish,0,0,0,1,train
524,/Orkney/2ROW Scottish/OHBT16P62 6L8.stl,Orkney,2,Scottish,0,0,0,1,train
479,/Orkney/2ROW Scottish/OHBT16P62 14.stl,Orkney,2,Scottish,0,0,0,1,train
521,/Orkney/2ROW Scottish/OHBT16P6 3.stl,Orkney,2,Scottish,0,0,0,1,train
515,/Orkney/2ROW Scottish/OHBT16P24 6L7.stl,Orkney,2,Scottish,0,0,0,1,train
518,/Orkney/2ROW Scottish/OHBT16P6 7L6.stl,Orkney,2,Scottish,0,0,0,1,train
489,/Orkney/2ROW Scottish/OHBT16P6 16.stl,Orkney,2,Scottish,0,0,0,1,train
456,/Orkney/2ROW Scottish/OHBT16P51 8L14.stl,Orkney,2,Scottish,0,0,0,1,train
520,/Orkney/2ROW Scottish/OHBT16P6 13.stl,Orkney,2,Scottish,0,0,0,2,train
527,/Orkney/2ROW Scottish/OHBT16P6 15.stl,Orkney,2,Scottish,0,0,0,2,train
501,/Orkney/2ROW Scottish/OHBT16P62 9L14.stl,Orkney,2,Scottish,0,0,0,2,train
468,/Orkney/2ROW Scottish/OHBT16P24 17.stl,Orkney,2,Scottish,0,0,0,2,train
522,/Orkney/2ROW Scottish/OHBT16P51 12.stl,Orkney,2,Scottish,0,0,0,2,train
531,/Orkney/2ROW Scottish/OHBT16P62 11L18.stl,Orkney,2,Scottish,0,0,0,2,train
512,/Orkney/2ROW Scottish/OHBT16P51 4.stl,Orkney,2,Scottish,0,0,0,2,train
513,/Orkney/2ROW Scottish/OHBT16P6 12.stl,Orkney,2,Scottish,0,0,0,2,train
476,/Orkney/2ROW Scottish/OHBT16P6 18.stl,Orkney,2,Scottish,0,0,0,2,train
528,/Orkney/2ROW Scottish/OHBT16P62 1.stl,Orkney,2,Scottish,0,0,0,2,train
483,/Orkney/2ROW Scottish/OHBT16P62 10L17.stl,Orkney,2,Scottish,0,0,0,2,train
494,/Orkney/2ROW Scottish/OHBT16P6 9L11.stl,Orkney,2,Scottish,0,0,0,2,train
462,/Orkney/2ROW Scottish/OHBT16P6 4.stl,Orkney,2,Scottish,0,0,0,2,train
458,/Orkney/2ROW Scottish/OHBT16P51 2.stl,Orkney,2,Scottish,0,0,0,2,train
533,/Orkney/2ROW Scottish/OHBT16P6 19.stl,Orkney,2,Scottish,0,0,0,2,train
493,/Orkney/2ROW Scottish/OHBT16P6 8L10.stl,Orkney,2,Scottish,0,0,0,3,validation
467,/Orkney/2ROW Scottish/OHBT16P24 8L17.stl,Orkney,2,Scottish,0,0,0,3,validation
472,/Orkney/2ROW Scottish/OHBT16P51 3.stl,Orkney,2,Scottish,0,0,0,3,validation
463,/Orkney/2ROW Scottish/OHBT16P24 18.stl,Orkney,2,Scottish,0,0,0,3,validation
457,/Orkney/2ROW Scottish/OHBT16P24 4.stl,Orkney,2,Scottish,0,0,0,3,validation
477,/Orkney/2ROW Scottish/OHBT16P6 6L4.stl,Orkney,2,Scottish,0,0,0,3,validation
490,/Orkney/2ROW Scottish/OHBT16P24 20.stl,Orkney,2,Scottish,0,0,0,3,validation
509,/Orkney/2ROW Scottish/OHBT16P6 5.stl,Orkney,2,Scottish,0,0,0,3,validation
499,/Orkney/2ROW Scottish/OHBT16P24 15.stl,Orkney,2,Scottish,0,0,0,3,validation
529,/Orkney/2ROW Scottish/OHBT16P51 13.stl,Orkney,2,Scottish,0,0,0,3,validation
488,/Orkney/2ROW Scottish/OHBT16P62 3.stl,Orkney,2,Scottish,0,0,0,3,validation
497,/Orkney/2ROW Scottish/OHBT16P51 15.stl,Orkney,2,Scottish,0,0,0,3,validation
478,/Orkney/2ROW Scottish/OHBT16P51 14.stl,Orkney,2,Scottish,0,0,0,3,validation
473,/Orkney/2ROW Scottish/OHBT16P24 19.stl,Orkney,2,Scottish,0,0,0,3,validation
505,/Orkney/2ROW Scottish/OHBT16P24 16.stl,Orkney,2,Scottish,0,0,0,3,validation
532,/Orkney/2ROW Scottish/OHBT16P24 13.stl,Orkney,2,Scottish,0,0,0,4,test
511,/Orkney/2ROW Scottish/OHBT16P62 5.stl,Orkney,2,Scottish,0,0,0,4,test
491,/Orkney/2ROW Scottish/OHBT16P62 17.stl,Orkney,2,Scottish,0,0,0,4,test
498,/Orkney/2ROW Scottish/OHBT16P6 1.stl,Orkney,2,Scottish,0,0,0,4,test
507,/Orkney/2ROW Scottish/OHBT16P51 1.stl,Orkney,2,Scottish,0,0,0,4,test
480,/Orkney/2ROW Scottish/OHBT16P62 19.stl,Orkney,2,Scottish,0,0,0,4,test
459,/Orkney/2ROW Scottish/OHBT16P6 20.stl,Orkney,2,Scottish,0,0,0,4,test
